sketch_id,sketch_name,season,episode,category,category2,total_sentences,num_unique_emotions,emotion_sequence,emotion_string,emotion_counts
28,Bozo #1,0,0,office,,52,11,remorse|curiosity|amusement|amusement|amusement|love|neutral|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|neutral|approval|neutral|neutral|curiosity|amusement|amusement|anger|curiosity|confusion|curiosity|surprise|approval|neutral|neutral|neutral|confusion|neutral|curiosity|amusement|disapproval|neutral|confusion|confusion|neutral|neutral|amusement|amusement|amusement|amusement|neutral|amusement|amusement|admiration|amusement|approval|amusement|amusement,remorse -> curiosity -> amusement -> amusement -> amusement -> love -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> neutral -> approval -> neutral -> neutral -> curiosity -> amusement -> amusement -> anger -> curiosity -> confusion -> curiosity -> surprise -> approval -> neutral -> neutral -> neutral -> confusion -> neutral -> curiosity -> amusement -> disapproval -> neutral -> confusion -> confusion -> neutral -> neutral -> amusement -> amusement -> amusement -> amusement -> neutral -> amusement -> amusement -> admiration -> amusement -> approval -> amusement -> amusement,"{'neutral': 18, 'amusement': 15, 'curiosity': 5, 'confusion': 4, 'approval': 3, 'disapproval': 2, 'remorse': 1, 'love': 1, 'anger': 1, 'surprise': 1, 'admiration': 1}"
29,Baby Shower,0,0,party,,80,10,approval|neutral|admiration|love|admiration|neutral|admiration|curiosity|approval|neutral|admiration|love|neutral|admiration|curiosity|neutral|neutral|admiration|disapproval|admiration|neutral|disapproval|curiosity|neutral|neutral|curiosity|admiration|curiosity|neutral|neutral|neutral|neutral|neutral|approval|neutral|curiosity|love|admiration|neutral|neutral|neutral|anger|anger|neutral|disapproval|surprise|curiosity|neutral|neutral|annoyance|neutral|neutral|neutral|neutral|neutral|annoyance|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|annoyance|neutral|neutral|neutral|disapproval|curiosity|annoyance|disgust|neutral|admiration|neutral|curiosity|curiosity,approval -> neutral -> admiration -> love -> admiration -> neutral -> admiration -> curiosity -> approval -> neutral -> admiration -> love -> neutral -> admiration -> curiosity -> neutral -> neutral -> admiration -> disapproval -> admiration -> neutral -> disapproval -> curiosity -> neutral -> neutral -> curiosity -> admiration -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> curiosity -> love -> admiration -> neutral -> neutral -> neutral -> anger -> anger -> neutral -> disapproval -> surprise -> curiosity -> neutral -> neutral -> annoyance -> neutral -> neutral -> neutral -> neutral -> neutral -> annoyance -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> annoyance -> neutral -> neutral -> neutral -> disapproval -> curiosity -> annoyance -> disgust -> neutral -> admiration -> neutral -> curiosity -> curiosity,"{'neutral': 41, 'curiosity': 11, 'admiration': 10, 'disapproval': 4, 'annoyance': 4, 'approval': 3, 'love': 3, 'anger': 2, 'surprise': 1, 'disgust': 1}"
30,Bozo #2,0,0,office,,54,10,neutral|approval|curiosity|excitement|neutral|neutral|disapproval|neutral|admiration|curiosity|curiosity|neutral|curiosity|amusement|neutral|neutral|curiosity|approval|neutral|curiosity|amusement|anger|anger|disapproval|optimism|curiosity|neutral|anger|anger|neutral|optimism|amusement|anger|neutral|surprise|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|approval|neutral|neutral|neutral|neutral|neutral|anger|curiosity|neutral,neutral -> approval -> curiosity -> excitement -> neutral -> neutral -> disapproval -> neutral -> admiration -> curiosity -> curiosity -> neutral -> curiosity -> amusement -> neutral -> neutral -> curiosity -> approval -> neutral -> curiosity -> amusement -> anger -> anger -> disapproval -> optimism -> curiosity -> neutral -> anger -> anger -> neutral -> optimism -> amusement -> anger -> neutral -> surprise -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> curiosity -> neutral,"{'neutral': 26, 'curiosity': 9, 'anger': 6, 'approval': 3, 'amusement': 3, 'disapproval': 2, 'optimism': 2, 'excitement': 1, 'admiration': 1, 'surprise': 1}"
31,Party House,0,0,party,,90,16,neutral|sadness|disappointment|neutral|neutral|neutral|neutral|neutral|neutral|neutral|approval|admiration|neutral|neutral|neutral|joy|joy|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|anger|neutral|neutral|joy|neutral|curiosity|neutral|remorse|fear|anger|annoyance|curiosity|anger|confusion|neutral|anger|neutral|neutral|neutral|neutral|joy|neutral|neutral|neutral|love|disapproval|caring|neutral|sadness|neutral|neutral|neutral|neutral|disappointment|neutral|neutral|sadness|fear|neutral|neutral|neutral|neutral|neutral|neutral|neutral|confusion|neutral|curiosity|annoyance|neutral|neutral|anger|curiosity|neutral|curiosity|surprise|neutral|neutral|curiosity|anger|anger|anger|neutral|anger,neutral -> sadness -> disappointment -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> admiration -> neutral -> neutral -> neutral -> joy -> joy -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> joy -> neutral -> curiosity -> neutral -> remorse -> fear -> anger -> annoyance -> curiosity -> anger -> confusion -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> joy -> neutral -> neutral -> neutral -> love -> disapproval -> caring -> neutral -> sadness -> neutral -> neutral -> neutral -> neutral -> disappointment -> neutral -> neutral -> sadness -> fear -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> confusion -> neutral -> curiosity -> annoyance -> neutral -> neutral -> anger -> curiosity -> neutral -> curiosity -> surprise -> neutral -> neutral -> curiosity -> anger -> anger -> anger -> neutral -> anger,"{'neutral': 53, 'anger': 9, 'curiosity': 6, 'joy': 4, 'sadness': 3, 'disappointment': 2, 'annoyance': 2, 'fear': 2, 'confusion': 2, 'approval': 1, 'admiration': 1, 'remorse': 1, 'love': 1, 'disapproval': 1, 'caring': 1, 'surprise': 1}"
32,Lunch Meeting,0,0,office,,45,9,neutral|neutral|neutral|neutral|neutral|neutral|confusion|approval|neutral|neutral|disappointment|curiosity|neutral|neutral|neutral|neutral|disapproval|neutral|curiosity|neutral|neutral|approval|neutral|neutral|neutral|neutral|neutral|neutral|sadness|anger|neutral|neutral|anger|neutral|neutral|neutral|neutral|neutral|neutral|neutral|fear|neutral|disapproval|curiosity|neutral,neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> confusion -> approval -> neutral -> neutral -> disappointment -> curiosity -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> curiosity -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> sadness -> anger -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> fear -> neutral -> disapproval -> curiosity -> neutral,"{'neutral': 32, 'curiosity': 3, 'approval': 2, 'anger': 2, 'disapproval': 2, 'disappointment': 1, 'confusion': 1, 'sadness': 1, 'fear': 1}"
33,Coffin Flop,0,0,commercial,funeral,36,6,neutral|neutral|neutral|neutral|disapproval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|confusion|neutral|neutral|neutral|neutral|anger|disapproval|neutral|anger|neutral|disapproval|neutral|neutral|neutral|neutral|neutral|disgust|anger|neutral|curiosity|neutral|neutral|neutral|anger,neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> confusion -> neutral -> neutral -> neutral -> neutral -> anger -> disapproval -> neutral -> anger -> neutral -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> disgust -> anger -> neutral -> curiosity -> neutral -> neutral -> neutral -> anger,"{'neutral': 26, 'anger': 4, 'disapproval': 3, 'confusion': 1, 'disgust': 1, 'curiosity': 1}"
34,Prank Show,0,0,reality tv,,87,15,gratitude|neutral|neutral|neutral|neutral|neutral|neutral|surprise|disappointment|surprise|neutral|neutral|surprise|annoyance|joy|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|anger|neutral|anger|sadness|approval|neutral|admiration|neutral|neutral|disapproval|disapproval|neutral|approval|disapproval|admiration|approval|neutral|neutral|anger|disapproval|neutral|anger|neutral|neutral|neutral|sadness|anger|neutral|neutral|neutral|neutral|neutral|approval|neutral|neutral|anger|anger|anger|curiosity|amusement|curiosity|curiosity|neutral|excitement|anger|amusement|amusement|neutral|neutral|disapproval|disapproval|neutral|disapproval|neutral|confusion|neutral|neutral|approval|neutral|neutral|neutral|curiosity|anger,gratitude -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> surprise -> disappointment -> surprise -> neutral -> neutral -> surprise -> annoyance -> joy -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> anger -> sadness -> approval -> neutral -> admiration -> neutral -> neutral -> disapproval -> disapproval -> neutral -> approval -> disapproval -> admiration -> approval -> neutral -> neutral -> anger -> disapproval -> neutral -> anger -> neutral -> neutral -> neutral -> sadness -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> anger -> anger -> anger -> curiosity -> amusement -> curiosity -> curiosity -> neutral -> excitement -> anger -> amusement -> amusement -> neutral -> neutral -> disapproval -> disapproval -> neutral -> disapproval -> neutral -> confusion -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> curiosity -> anger,"{'neutral': 44, 'anger': 10, 'disapproval': 7, 'approval': 6, 'curiosity': 4, 'amusement': 3, 'surprise': 3, 'admiration': 2, 'sadness': 2, 'disappointment': 1, 'gratitude': 1, 'joy': 1, 'annoyance': 1, 'excitement': 1, 'confusion': 1}"
35,Little Buff Boys,0,0,game show,,108,13,excitement|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|surprise|neutral|admiration|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|curiosity|disapproval|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|love|joy|love|curiosity|admiration|confusion|neutral|disapproval|approval|approval|neutral|admiration|neutral|neutral|neutral|neutral|neutral|annoyance|neutral|approval|neutral|neutral|desire|approval|surprise|neutral|neutral|curiosity|neutral|confusion|neutral|curiosity|neutral|approval|neutral|neutral|curiosity|neutral|neutral|curiosity|curiosity|surprise|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|curiosity|curiosity|neutral|neutral|curiosity|neutral|neutral|neutral|anger|curiosity|curiosity|neutral|disapproval|neutral|disapproval|curiosity|confusion|approval|disapproval|disapproval,excitement -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> surprise -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> curiosity -> disapproval -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> love -> joy -> love -> curiosity -> admiration -> confusion -> neutral -> disapproval -> approval -> approval -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> annoyance -> neutral -> approval -> neutral -> neutral -> desire -> approval -> surprise -> neutral -> neutral -> curiosity -> neutral -> confusion -> neutral -> curiosity -> neutral -> approval -> neutral -> neutral -> curiosity -> neutral -> neutral -> curiosity -> curiosity -> surprise -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> curiosity -> curiosity -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> anger -> curiosity -> curiosity -> neutral -> disapproval -> neutral -> disapproval -> curiosity -> confusion -> approval -> disapproval -> disapproval,"{'neutral': 63, 'curiosity': 15, 'approval': 8, 'disapproval': 6, 'surprise': 3, 'confusion': 3, 'admiration': 3, 'love': 2, 'excitement': 1, 'joy': 1, 'annoyance': 1, 'desire': 1, 'anger': 1}"
36,Ghost Tour,0,0,tour,,85,14,gratitude|sadness|disappointment|neutral|sadness|neutral|disapproval|neutral|neutral|neutral|remorse|neutral|neutral|neutral|neutral|approval|neutral|approval|disapproval|admiration|neutral|neutral|neutral|neutral|sadness|anger|neutral|approval|neutral|neutral|anger|neutral|neutral|neutral|admiration|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|joy|excitement|annoyance|neutral|disapproval|annoyance|neutral|annoyance|disappointment|anger|neutral|approval|admiration|approval|neutral|neutral|curiosity|neutral|anger|disapproval|approval|admiration|neutral|neutral|confusion|approval|neutral|neutral|neutral|confusion|neutral|neutral|curiosity|approval|neutral|annoyance|approval|anger|gratitude|gratitude|neutral|curiosity|disapproval,gratitude -> sadness -> disappointment -> neutral -> sadness -> neutral -> disapproval -> neutral -> neutral -> neutral -> remorse -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> approval -> disapproval -> admiration -> neutral -> neutral -> neutral -> neutral -> sadness -> anger -> neutral -> approval -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> joy -> excitement -> annoyance -> neutral -> disapproval -> annoyance -> neutral -> annoyance -> disappointment -> anger -> neutral -> approval -> admiration -> approval -> neutral -> neutral -> curiosity -> neutral -> anger -> disapproval -> approval -> admiration -> neutral -> neutral -> confusion -> approval -> neutral -> neutral -> neutral -> confusion -> neutral -> neutral -> curiosity -> approval -> neutral -> annoyance -> approval -> anger -> gratitude -> gratitude -> neutral -> curiosity -> disapproval,"{'neutral': 41, 'approval': 9, 'anger': 5, 'disapproval': 5, 'curiosity': 4, 'admiration': 4, 'annoyance': 4, 'sadness': 3, 'gratitude': 3, 'disappointment': 2, 'confusion': 2, 'remorse': 1, 'excitement': 1, 'joy': 1}"
37,The Capital Room,0,0,reality tv,commercial,29,9,curiosity|neutral|neutral|neutral|neutral|neutral|neutral|annoyance|disapproval|disapproval|neutral|anger|disapproval|neutral|neutral|neutral|neutral|neutral|admiration|neutral|neutral|fear|disappointment|neutral|neutral|caring|neutral|neutral|curiosity,curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> annoyance -> disapproval -> disapproval -> neutral -> anger -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> fear -> disappointment -> neutral -> neutral -> caring -> neutral -> neutral -> curiosity,"{'neutral': 18, 'disapproval': 3, 'curiosity': 2, 'annoyance': 1, 'anger': 1, 'admiration': 1, 'fear': 1, 'disappointment': 1, 'caring': 1}"
38,Dan Flashes,0,0,office,,102,12,neutral|neutral|love|neutral|neutral|neutral|admiration|neutral|admiration|approval|neutral|anger|neutral|neutral|neutral|neutral|neutral|anger|curiosity|neutral|anger|approval|neutral|neutral|love|approval|neutral|neutral|neutral|disapproval|neutral|neutral|neutral|annoyance|neutral|neutral|neutral|neutral|neutral|neutral|neutral|desire|neutral|neutral|disapproval|neutral|neutral|neutral|approval|neutral|disapproval|neutral|neutral|neutral|approval|neutral|neutral|neutral|admiration|admiration|neutral|anger|neutral|confusion|neutral|neutral|confusion|annoyance|disapproval|neutral|neutral|anger|anger|anger|anger|caring|neutral|neutral|neutral|neutral|neutral|approval|neutral|neutral|neutral|disapproval|curiosity|curiosity|neutral|anger|neutral|neutral|neutral|approval|neutral|neutral|optimism|neutral|neutral|anger|anger|anger,neutral -> neutral -> love -> neutral -> neutral -> neutral -> admiration -> neutral -> admiration -> approval -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> curiosity -> neutral -> anger -> approval -> neutral -> neutral -> love -> approval -> neutral -> neutral -> neutral -> disapproval -> neutral -> neutral -> neutral -> annoyance -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> desire -> neutral -> neutral -> disapproval -> neutral -> neutral -> neutral -> approval -> neutral -> disapproval -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> admiration -> admiration -> neutral -> anger -> neutral -> confusion -> neutral -> neutral -> confusion -> annoyance -> disapproval -> neutral -> neutral -> anger -> anger -> anger -> anger -> caring -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> disapproval -> curiosity -> curiosity -> neutral -> anger -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> optimism -> neutral -> neutral -> anger -> anger -> anger,"{'neutral': 62, 'anger': 12, 'approval': 7, 'disapproval': 5, 'admiration': 4, 'curiosity': 3, 'love': 2, 'annoyance': 2, 'confusion': 2, 'desire': 1, 'caring': 1, 'optimism': 1}"
39,Diner Wink,0,0,family,restaurant,100,14,neutral|neutral|neutral|neutral|curiosity|disapproval|neutral|neutral|joy|desire|neutral|confusion|neutral|neutral|approval|neutral|neutral|neutral|curiosity|neutral|neutral|confusion|neutral|neutral|approval|curiosity|neutral|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|anger|neutral|neutral|neutral|confusion|disapproval|neutral|neutral|surprise|neutral|neutral|neutral|neutral|admiration|curiosity|joy|neutral|approval|neutral|caring|approval|neutral|admiration|neutral|love|neutral|neutral|neutral|sadness|neutral|neutral|neutral|neutral|neutral|admiration|neutral|approval|admiration|admiration|neutral|neutral|neutral|neutral|curiosity|neutral|admiration|sadness|sadness|neutral|neutral|neutral|sadness|optimism|optimism|neutral|neutral|neutral|neutral|admiration|approval|neutral|neutral|admiration,neutral -> neutral -> neutral -> neutral -> curiosity -> disapproval -> neutral -> neutral -> joy -> desire -> neutral -> confusion -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> confusion -> neutral -> neutral -> approval -> curiosity -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> confusion -> disapproval -> neutral -> neutral -> surprise -> neutral -> neutral -> neutral -> neutral -> admiration -> curiosity -> joy -> neutral -> approval -> neutral -> caring -> approval -> neutral -> admiration -> neutral -> love -> neutral -> neutral -> neutral -> sadness -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> approval -> admiration -> admiration -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> admiration -> sadness -> sadness -> neutral -> neutral -> neutral -> sadness -> optimism -> optimism -> neutral -> neutral -> neutral -> neutral -> admiration -> approval -> neutral -> neutral -> admiration,"{'neutral': 62, 'admiration': 8, 'approval': 7, 'curiosity': 5, 'sadness': 4, 'confusion': 3, 'disapproval': 2, 'joy': 2, 'optimism': 2, 'desire': 1, 'surprise': 1, 'anger': 1, 'love': 1, 'caring': 1}"
40,Shops at the Creek,0,0,commercial,,5,2,joy|neutral|joy|neutral|neutral,joy -> neutral -> joy -> neutral -> neutral,"{'neutral': 3, 'joy': 2}"
41,Baby Cries,0,0,party,restaurant,119,17,neutral|curiosity|neutral|surprise|neutral|surprise|admiration|gratitude|neutral|neutral|curiosity|approval|neutral|approval|approval|neutral|sadness|neutral|neutral|neutral|neutral|disapproval|neutral|annoyance|love|caring|caring|annoyance|anger|neutral|confusion|neutral|anger|curiosity|neutral|caring|annoyance|neutral|curiosity|neutral|neutral|neutral|curiosity|neutral|admiration|neutral|neutral|neutral|neutral|nervousness|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|neutral|neutral|admiration|neutral|neutral|annoyance|annoyance|neutral|neutral|excitement|neutral|neutral|joy|neutral|neutral|neutral|neutral|neutral|neutral|sadness|annoyance|neutral|neutral|neutral|disapproval|neutral|neutral|approval|neutral|neutral|neutral|annoyance|neutral|neutral|neutral|joy|annoyance|neutral|neutral|neutral|fear|gratitude|admiration|neutral|neutral|neutral|curiosity|curiosity|curiosity|admiration|neutral|neutral|fear|fear,neutral -> curiosity -> neutral -> surprise -> neutral -> surprise -> admiration -> gratitude -> neutral -> neutral -> curiosity -> approval -> neutral -> approval -> approval -> neutral -> sadness -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> annoyance -> love -> caring -> caring -> annoyance -> anger -> neutral -> confusion -> neutral -> anger -> curiosity -> neutral -> caring -> annoyance -> neutral -> curiosity -> neutral -> neutral -> neutral -> curiosity -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> nervousness -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> annoyance -> annoyance -> neutral -> neutral -> excitement -> neutral -> neutral -> joy -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> sadness -> annoyance -> neutral -> neutral -> neutral -> disapproval -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> annoyance -> neutral -> neutral -> neutral -> joy -> annoyance -> neutral -> neutral -> neutral -> fear -> gratitude -> admiration -> neutral -> neutral -> neutral -> curiosity -> curiosity -> curiosity -> admiration -> neutral -> neutral -> fear -> fear,"{'neutral': 70, 'curiosity': 9, 'annoyance': 8, 'admiration': 5, 'approval': 4, 'disapproval': 3, 'caring': 3, 'fear': 3, 'surprise': 2, 'sadness': 2, 'gratitude': 2, 'joy': 2, 'anger': 2, 'confusion': 1, 'love': 1, 'excitement': 1, 'nervousness': 1}"
42,Graham's Lorelei Lounge,0,0,restaurant,,81,16,neutral|neutral|neutral|neutral|neutral|joy|love|neutral|approval|joy|joy|curiosity|admiration|neutral|neutral|approval|gratitude|neutral|curiosity|neutral|neutral|admiration|neutral|neutral|admiration|excitement|curiosity|neutral|neutral|neutral|curiosity|neutral|neutral|amusement|amusement|neutral|neutral|neutral|amusement|amusement|neutral|curiosity|neutral|approval|amusement|amusement|curiosity|approval|approval|neutral|neutral|neutral|neutral|neutral|disgust|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|anger|annoyance|neutral|curiosity|disappointment|excitement|admiration|confusion|neutral|fear|fear|neutral|anger|neutral,neutral -> neutral -> neutral -> neutral -> neutral -> joy -> love -> neutral -> approval -> joy -> joy -> curiosity -> admiration -> neutral -> neutral -> approval -> gratitude -> neutral -> curiosity -> neutral -> neutral -> admiration -> neutral -> neutral -> admiration -> excitement -> curiosity -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> amusement -> amusement -> neutral -> neutral -> neutral -> amusement -> amusement -> neutral -> curiosity -> neutral -> approval -> amusement -> amusement -> curiosity -> approval -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> disgust -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> anger -> annoyance -> neutral -> curiosity -> disappointment -> excitement -> admiration -> confusion -> neutral -> fear -> fear -> neutral -> anger -> neutral,"{'neutral': 42, 'curiosity': 8, 'amusement': 6, 'approval': 5, 'admiration': 4, 'joy': 3, 'anger': 2, 'excitement': 2, 'fear': 2, 'love': 1, 'gratitude': 1, 'disgust': 1, 'disapproval': 1, 'annoyance': 1, 'disappointment': 1, 'confusion': 1}"
43,Detective Crashmore Trailer,0,0,movie trailer,,41,11,anger|anger|anger|neutral|excitement|anger|anger|neutral|excitement|neutral|remorse|sadness|neutral|neutral|neutral|neutral|neutral|caring|anger|anger|anger|annoyance|love|neutral|neutral|admiration|excitement|neutral|neutral|anger|anger|neutral|neutral|disapproval|approval|annoyance|neutral|annoyance|neutral|annoyance|disapproval,anger -> anger -> anger -> neutral -> excitement -> anger -> anger -> neutral -> excitement -> neutral -> remorse -> sadness -> neutral -> neutral -> neutral -> neutral -> neutral -> caring -> anger -> anger -> anger -> annoyance -> love -> neutral -> neutral -> admiration -> excitement -> neutral -> neutral -> anger -> anger -> neutral -> neutral -> disapproval -> approval -> annoyance -> neutral -> annoyance -> neutral -> annoyance -> disapproval,"{'neutral': 16, 'anger': 10, 'annoyance': 4, 'excitement': 3, 'disapproval': 2, 'sadness': 1, 'remorse': 1, 'caring': 1, 'love': 1, 'admiration': 1, 'approval': 1}"
44,HD Vac Commercial,0,0,commercial,,26,10,neutral|disapproval|approval|disapproval|embarrassment|embarrassment|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|curiosity|neutral|amusement|curiosity|confusion|desire|caring|neutral|neutral|love,neutral -> disapproval -> approval -> disapproval -> embarrassment -> embarrassment -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> curiosity -> neutral -> amusement -> curiosity -> confusion -> desire -> caring -> neutral -> neutral -> love,"{'neutral': 13, 'curiosity': 3, 'disapproval': 2, 'embarrassment': 2, 'approval': 1, 'amusement': 1, 'confusion': 1, 'desire': 1, 'caring': 1, 'love': 1}"
45,Detective Crashmore Press Junket,0,0,movie press junket,,58,12,neutral|neutral|neutral|joy|gratitude|gratitude|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|admiration|gratitude|anger|anger|neutral|annoyance|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|admiration|neutral|neutral|amusement|neutral|curiosity|neutral|neutral|curiosity|neutral|neutral|remorse|neutral|neutral|curiosity|neutral|curiosity|disapproval|disapproval|neutral|curiosity|neutral|neutral|neutral|neutral|optimism|neutral|approval|admiration,neutral -> neutral -> neutral -> joy -> gratitude -> gratitude -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> admiration -> gratitude -> anger -> anger -> neutral -> annoyance -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> amusement -> neutral -> curiosity -> neutral -> neutral -> curiosity -> neutral -> neutral -> remorse -> neutral -> neutral -> curiosity -> neutral -> curiosity -> disapproval -> disapproval -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> optimism -> neutral -> approval -> admiration,"{'neutral': 35, 'curiosity': 7, 'gratitude': 3, 'admiration': 3, 'disapproval': 2, 'anger': 2, 'joy': 1, 'annoyance': 1, 'amusement': 1, 'remorse': 1, 'optimism': 1, 'approval': 1}"
